file,var_name,var_label,matched_keywords
cfps2020person_202112.dta,qu953,网络对与家人和朋友保持联系重要性,__digital__;网络
cfps2020person_202112.dta,qu954,网络对学习重要性,__digital__;网络
cfps2020person_202112.dta,qu955,网络对日常生活重要性,__digital__;网络
cfps2020person_202112.dta,qu802,互联网作为信息渠道的重要程度,__digital__;互联网
cfps2020person_202112.dta,qu805,手机短信作为信息渠道的重要程度,__digital__;手机
cfps2020person_202112.dta,qm3013,孩子的受教育程度（分）,受教育;受教育程度;教育
cfps2020person_202112.dta,qn202,通过网络了解政治(天/周),__digital__;网络
cfps2020person_202112.dta,qn6015,教育问题,教育
cfps2020person_202112.dta,qp201,健康状况,健康
cfps2020person_202112.dta,qp202,健康变化情况,健康
cfps2020person_202112.dta,qq2011,开始吸烟年龄（岁）,年龄
cfps2020person_202112.dta,qq205,戒烟年龄（岁）,年龄
cfps2020person_202112.dta,qv01,14岁前健康状况,健康
cfps2020person_202112.dta,qv101c,父亲年龄,年龄
cfps2020person_202112.dta,qv102,您14岁时父亲教育程度,教育
cfps2020person_202112.dta,qv201b,您母亲的年龄,年龄
cfps2020person_202112.dta,qv202,您14岁时母亲教育程度,教育
cfps2020person_202112.dta,qz202,健康状况,健康
cfps2020person_202112.dta,cfps2020eduy,CFPS2020个人问卷受访者已完成的受教育年限,受教育;受教育年限;教育
cfps2020person_202112.dta,cfps2020eduy_im,CFPS2020个人问卷受访者已完成的受教育年限（插补）,受教育;受教育年限;教育
