file,concept,rank,score,var_name,var_label
cfps2010famconf_202008.dta,health,15,1,td8_a_p,2010年个人（不同住）户口类型
cfps2010famconf_202008.dta,health,16,1,td8_a_s,2010年配偶（不同住）户口类型
cfps2010famconf_202008.dta,train,1,1,tb1b_a_f,2010年父亲年龄
cfps2010famconf_202008.dta,train,2,1,tb1b_a_m,2010年母亲年龄
cfps2010famconf_202008.dta,train,3,1,tb1b_a_p,2010年个人年龄
cfps2010famconf_202008.dta,train,4,1,tb1b_a_s,2010年配偶年龄
cfps2010famconf_202008.dta,train,5,1,tb5_code_a_f,2010年父亲主要工作（职业编码）
cfps2010famconf_202008.dta,train,6,1,tb5_code_a_m,2010年母亲主要工作（职业编码）
cfps2010famconf_202008.dta,train,7,1,tb5_code_a_p,2010年个人主要工作（职业编码）
cfps2010famconf_202008.dta,train,8,1,tb5_code_a_s,2010年配偶主要工作（职业编码）
cfps2010famconf_202008.dta,train,9,1,tb5_isco_a_f,2010年父亲的职业ISCO88编码
cfps2010famconf_202008.dta,train,10,1,tb5_isco_a_m,2010年母亲的职业ISCO88编码
cfps2010famconf_202008.dta,train,11,1,tb5_isco_a_p,2010年个人职业ISCO88编码
cfps2010famconf_202008.dta,train,12,1,tb5_isco_a_s,2010年配偶的职业ISCO88编码
cfps2010famconf_202008.dta,train,13,1,td8_a_f,2010年父亲（不同住）户口类型
cfps2010famconf_202008.dta,train,14,1,td8_a_m,2010年母亲（不同住）户口类型
cfps2010famconf_202008.dta,train,15,1,td8_a_p,2010年个人（不同住）户口类型
cfps2010famconf_202008.dta,train,16,1,td8_a_s,2010年配偶（不同住）户口类型
cfps2010famconf_202008.dta,coop,1,1,tb1b_a_f,2010年父亲年龄
cfps2010famconf_202008.dta,coop,2,1,tb1b_a_m,2010年母亲年龄
cfps2010famconf_202008.dta,coop,3,1,tb1b_a_p,2010年个人年龄
cfps2010famconf_202008.dta,coop,4,1,tb1b_a_s,2010年配偶年龄
cfps2010famconf_202008.dta,coop,5,1,tb5_code_a_f,2010年父亲主要工作（职业编码）
cfps2010famconf_202008.dta,coop,6,1,tb5_code_a_m,2010年母亲主要工作（职业编码）
cfps2010famconf_202008.dta,coop,7,1,tb5_code_a_p,2010年个人主要工作（职业编码）
cfps2010famconf_202008.dta,coop,8,1,tb5_code_a_s,2010年配偶主要工作（职业编码）
cfps2010famconf_202008.dta,coop,9,1,tb5_isco_a_f,2010年父亲的职业ISCO88编码
cfps2010famconf_202008.dta,coop,10,1,tb5_isco_a_m,2010年母亲的职业ISCO88编码
cfps2010famconf_202008.dta,coop,11,1,tb5_isco_a_p,2010年个人职业ISCO88编码
cfps2010famconf_202008.dta,coop,12,1,tb5_isco_a_s,2010年配偶的职业ISCO88编码
cfps2010famconf_202008.dta,coop,13,1,td8_a_f,2010年父亲（不同住）户口类型
cfps2010famconf_202008.dta,coop,14,1,td8_a_m,2010年母亲（不同住）户口类型
cfps2010famconf_202008.dta,coop,15,1,td8_a_p,2010年个人（不同住）户口类型
cfps2010famconf_202008.dta,coop,16,1,td8_a_s,2010年配偶（不同住）户口类型
cfps2010famconf_202008.dta,transfer,1,1,tb1b_a_f,2010年父亲年龄
cfps2010famconf_202008.dta,transfer,2,1,tb1b_a_m,2010年母亲年龄
cfps2010famconf_202008.dta,transfer,3,1,tb1b_a_p,2010年个人年龄
cfps2010famconf_202008.dta,transfer,4,1,tb1b_a_s,2010年配偶年龄
cfps2010famconf_202008.dta,transfer,5,1,tb5_code_a_f,2010年父亲主要工作（职业编码）
cfps2010famconf_202008.dta,transfer,6,1,tb5_code_a_m,2010年母亲主要工作（职业编码）
cfps2010famconf_202008.dta,transfer,7,1,tb5_code_a_p,2010年个人主要工作（职业编码）
cfps2010famconf_202008.dta,transfer,8,1,tb5_code_a_s,2010年配偶主要工作（职业编码）
cfps2010famconf_202008.dta,transfer,9,1,tb5_isco_a_f,2010年父亲的职业ISCO88编码
cfps2010famconf_202008.dta,transfer,10,1,tb5_isco_a_m,2010年母亲的职业ISCO88编码
cfps2010famconf_202008.dta,transfer,11,1,tb5_isco_a_p,2010年个人职业ISCO88编码
cfps2010famconf_202008.dta,transfer,12,1,tb5_isco_a_s,2010年配偶的职业ISCO88编码
cfps2010famconf_202008.dta,transfer,13,1,td8_a_f,2010年父亲（不同住）户口类型
cfps2010famconf_202008.dta,transfer,14,1,td8_a_m,2010年母亲（不同住）户口类型
cfps2010famconf_202008.dta,transfer,15,1,td8_a_p,2010年个人（不同住）户口类型
cfps2010famconf_202008.dta,transfer,16,1,td8_a_s,2010年配偶（不同住）户口类型
cfps2010famconf_202008.dta,internet_info,1,1,tb1b_a_f,2010年父亲年龄
cfps2010famconf_202008.dta,internet_info,2,1,tb1b_a_m,2010年母亲年龄
cfps2010famconf_202008.dta,internet_info,3,1,tb1b_a_p,2010年个人年龄
cfps2010famconf_202008.dta,internet_info,4,1,tb1b_a_s,2010年配偶年龄
cfps2010famconf_202008.dta,internet_info,5,1,tb5_code_a_f,2010年父亲主要工作（职业编码）
cfps2010famconf_202008.dta,internet_info,6,1,tb5_code_a_m,2010年母亲主要工作（职业编码）
cfps2010famconf_202008.dta,internet_info,7,1,tb5_code_a_p,2010年个人主要工作（职业编码）
cfps2010famconf_202008.dta,internet_info,8,1,tb5_code_a_s,2010年配偶主要工作（职业编码）
cfps2010famconf_202008.dta,internet_info,9,1,tb5_isco_a_f,2010年父亲的职业ISCO88编码
cfps2010famconf_202008.dta,internet_info,10,1,tb5_isco_a_m,2010年母亲的职业ISCO88编码
cfps2010famconf_202008.dta,internet_info,11,1,tb5_isco_a_p,2010年个人职业ISCO88编码
cfps2010famconf_202008.dta,internet_info,12,1,tb5_isco_a_s,2010年配偶的职业ISCO88编码
cfps2010famconf_202008.dta,internet_info,13,1,td8_a_f,2010年父亲（不同住）户口类型
cfps2010famconf_202008.dta,internet_info,14,1,td8_a_m,2010年母亲（不同住）户口类型
cfps2010famconf_202008.dta,internet_info,15,1,td8_a_p,2010年个人（不同住）户口类型
cfps2010famconf_202008.dta,internet_info,16,1,td8_a_s,2010年配偶（不同住）户口类型
cfps2010famecon_202008.dta,Y_ag_output,1,3,ff7,去年，您家还有其他非工资性或农业生产收入吗
cfps2010famecon_202008.dta,Y_ag_output,2,3,ff701,去年，您家其他非工资性收入或农业收入一共有多少（元）
cfps2010famecon_202008.dta,Y_ag_output,3,3,fk1,您家从事农业生产吗
cfps2010famecon_202008.dta,Y_ag_output,4,3,fk3,"去年,您家农、林、牧、副、渔业的毛收入是多少元"
cfps2010famecon_202008.dta,Y_ag_output,5,3,fk4,"去年,您家农业经营的总成本是多少元"
cfps2010famecon_202008.dta,Y_ag_output,6,2,fk6_s_1,去年，您家是否种植以下农林作物:选择1
cfps2010famecon_202008.dta,Y_ag_output,7,2,fk6_s_2,去年，您家是否种植以下农林作物:选择2
cfps2010famecon_202008.dta,Y_ag_output,8,2,fk6_s_3,去年，您家是否种植以下农林作物:选择3
cfps2010famecon_202008.dta,Y_ag_output,9,2,fk6_s_4,去年，您家是否种植以下农林作物:选择4
cfps2010famecon_202008.dta,Y_ag_output,10,2,fk701_a_1a,去年，您家猪的总产出为（单位：公斤）
cfps2010famecon_202008.dta,Y_ag_output,11,2,fk701_a_1b,去年，您家猪的总产出为（单位：头）
cfps2010famecon_202008.dta,Y_ag_output,12,2,fk701_a_2a,去年，您家牛的总产出为（单位：公斤）
cfps2010famecon_202008.dta,Y_ag_output,13,2,fk701_a_2b,去年，您家牛的总产出为（单位：头）
cfps2010famecon_202008.dta,Y_ag_output,14,2,fk701_a_3a,去年，您家羊的总产出为（单位：公斤）
cfps2010famecon_202008.dta,Y_ag_output,15,2,fk701_a_3b,去年，您家羊的总产出为（单位：头）
cfps2010famecon_202008.dta,Y_ag_output,16,2,fk701_a_4a,去年，您家鱼的总产出为（单位：公斤）
cfps2010famecon_202008.dta,Y_ag_output,17,2,fk701_a_4b,去年，您家鱼的总产出为（单位：尾）
cfps2010famecon_202008.dta,Y_ag_output,18,2,fk7_s_1,去年，您家是否饲养以下家畜或进行渔业生产：选择1
cfps2010famecon_202008.dta,Y_ag_output,19,2,fk7_s_2,去年，您家是否饲养以下家畜或进行渔业生产：选择2
cfps2010famecon_202008.dta,Y_ag_output,20,2,fk7_s_3,去年，您家是否饲养以下家畜或进行渔业生产：选择3
cfps2010famecon_202008.dta,Y_ag_output,21,2,foperate,调整后的经营性总收入（包括农业生产和非农经营）
cfps2010famecon_202008.dta,Y_ag_output,22,2,foperate_net,调整后的经营性纯收入（包括农业生产和非农经营）
cfps2010famecon_202008.dta,Y_ag_output,23,2,inc_agri,调整后的农业生产总收入
cfps2010famecon_202008.dta,Y_ag_output,24,2,net_agri,调整后的农业生产纯收入
cfps2010famecon_202008.dta,Y_ag_output,25,1,fb704,保姆中在您家做工时间最长的干了几个月
cfps2010famecon_202008.dta,K_fixed_asset,1,3,fg4,到去年底，您家其他资产的现值约（元）
cfps2010famecon_202008.dta,K_fixed_asset,2,2,company,公司资产-元
cfps2010famecon_202008.dta,K_fixed_asset,3,2,fv4_a_1,企业1：这家企业/公司的产业的总资产为多少万元
cfps2010famecon_202008.dta,K_fixed_asset,4,2,fv4_a_1_best,企业1：这家企业/公司的产业总资产（万元）
cfps2010famecon_202008.dta,K_fixed_asset,5,2,fv4_a_2,企业2：这家企业/公司的产业的总资产为多少万元
cfps2010famecon_202008.dta,K_fixed_asset,6,2,fv4_a_2_best,企业2：这家企业/公司的产业总资产（万元）
cfps2010famecon_202008.dta,K_fixed_asset,7,2,fv4_a_3,企业3：这家企业/公司的产业的总资产为多少万元
cfps2010famecon_202008.dta,K_fixed_asset,8,2,fv4_a_3_best,企业3：这家企业/公司的产业总资产（万元）
cfps2010famecon_202008.dta,K_fixed_asset,9,2,fv4_a_4,企业4：这家企业/公司的产业的总资产为多少万元
cfps2010famecon_202008.dta,K_fixed_asset,10,2,fv4_a_4_best,企业4：这家企业/公司的产业总资产（万元）
cfps2010famecon_202008.dta,K_fixed_asset,11,2,otherasset,家中其他资产-元
cfps2010famecon_202008.dta,K_fixed_asset,12,1,fb704,保姆中在您家做工时间最长的干了几个月
cfps2010famecon_202008.dta,K_fixed_asset,13,1,fd2,您家现在居住房的建筑面积有多少平方米
cfps2010famecon_202008.dta,K_fixed_asset,14,1,fd6,您家现居住房屋的类型是什么
cfps2010famecon_202008.dta,K_fixed_asset,15,1,fd702,其他几处住房的建筑总面积共计多少平方米
cfps2010famecon_202008.dta,K_fixed_asset,16,1,fe201,主要致贫原因是
cfps2010famecon_202008.dta,K_fixed_asset,17,1,fe4,您家去年是否出租过房屋
cfps2010famecon_202008.dta,K_fixed_asset,18,1,fe401,去年全年，您家出租房屋的租金总收入为多少 (元)
cfps2010famecon_202008.dta,K_fixed_asset,19,1,fe5,去年，您家是否出租过土地或其他生产资料
cfps2010famecon_202008.dta,K_fixed_asset,20,1,fe501,去年全年，您家出租土地或其他生产资料的租金总收入(元)
cfps2010famecon_202008.dta,K_fixed_asset,21,1,fe601,去年全年出租其他东西的租金总收入为多少(元)
cfps2010famecon_202008.dta,K_fixed_asset,22,1,fe701,去年全年，您家出卖财物的总收入为多少(元)
cfps2010famecon_202008.dta,K_fixed_asset,23,1,fe9,您家是否经历过土地被征用
cfps2010famecon_202008.dta,K_fixed_asset,24,1,fe901,您家的土地是哪年被征用的
cfps2010famecon_202008.dta,K_fixed_asset,25,1,fe902,您家有多少亩的土地被征用
cfps2010famecon_202008.dta,L_labor,1,3,fb704,保姆中在您家做工时间最长的干了几个月
cfps2010famecon_202008.dta,L_labor,2,2,fu501_a_1,成员1：第一次外出打工时的交通费用(元)
cfps2010famecon_202008.dta,L_labor,3,2,fu501_a_10,成员10：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,4,2,fu501_a_11,成员11：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,5,2,fu501_a_12,成员12：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,6,2,fu501_a_13,成员13：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,7,2,fu501_a_14,成员14：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,8,2,fu501_a_15,成员15：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,9,2,fu501_a_16,成员16：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,10,2,fu501_a_17,成员17：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,11,2,fu501_a_18,成员18：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,12,2,fu501_a_19,成员19：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,13,2,fu501_a_2,成员2：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,14,2,fu501_a_20,成员20：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,15,2,fu501_a_21,成员21：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,16,2,fu501_a_3,成员3：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,17,2,fu501_a_31,其他成员1：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,18,2,fu501_a_32,其他成员2：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,19,2,fu501_a_33,其他成员3：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,20,2,fu501_a_4,成员4：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,21,2,fu501_a_5,成员5：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,22,2,fu501_a_6,成员6：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,23,2,fu501_a_7,成员7：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,24,2,fu501_a_8,成员8：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,L_labor,25,2,fu501_a_9,成员9：第一次外出打工时的支付交通费用(元)
cfps2010famecon_202008.dta,M_intermediate,1,5,fk401,去年，您家化肥和农药的支出有多少元
cfps2010famecon_202008.dta,M_intermediate,2,1,fb704,保姆中在您家做工时间最长的干了几个月
cfps2010famecon_202008.dta,M_intermediate,3,1,fd2,您家现在居住房的建筑面积有多少平方米
cfps2010famecon_202008.dta,M_intermediate,4,1,fd6,您家现居住房屋的类型是什么
cfps2010famecon_202008.dta,M_intermediate,5,1,fd702,其他几处住房的建筑总面积共计多少平方米
cfps2010famecon_202008.dta,M_intermediate,6,1,fe201,主要致贫原因是
cfps2010famecon_202008.dta,M_intermediate,7,1,fe4,您家去年是否出租过房屋
cfps2010famecon_202008.dta,M_intermediate,8,1,fe401,去年全年，您家出租房屋的租金总收入为多少 (元)
cfps2010famecon_202008.dta,M_intermediate,9,1,fe5,去年，您家是否出租过土地或其他生产资料
cfps2010famecon_202008.dta,M_intermediate,10,1,fe501,去年全年，您家出租土地或其他生产资料的租金总收入(元)
cfps2010famecon_202008.dta,M_intermediate,11,1,fe601,去年全年出租其他东西的租金总收入为多少(元)
cfps2010famecon_202008.dta,M_intermediate,12,1,fe701,去年全年，您家出卖财物的总收入为多少(元)
cfps2010famecon_202008.dta,M_intermediate,13,1,fe9,您家是否经历过土地被征用
cfps2010famecon_202008.dta,M_intermediate,14,1,fe901,您家的土地是哪年被征用的
cfps2010famecon_202008.dta,M_intermediate,15,1,fe902,您家有多少亩的土地被征用
cfps2010famecon_202008.dta,M_intermediate,16,1,ff4,去年，您家是否有离/退休金/社会保障金/低保等收入来源
cfps2010famecon_202008.dta,M_intermediate,17,1,ff401,去年全年，您家离/退休金/社会保障金/低保等收入
cfps2010famecon_202008.dta,M_intermediate,18,1,ff601,"去年全年,您家的收入，不含离/退休金及其他政府补助(元)"
cfps2010famecon_202008.dta,M_intermediate,19,1,ff6_max,去年全年，您家的收入区间上限，不含离/退休及其他政府补助(元)
cfps2010famecon_202008.dta,M_intermediate,20,1,ff6_min,去年全年，您家的收入区间下限，不含离/退休及其他政府补助(元)
cfps2010famecon_202008.dta,M_intermediate,21,1,ff7,去年，您家还有其他非工资性或农业生产收入吗
cfps2010famecon_202008.dta,M_intermediate,22,1,ff701,去年，您家其他非工资性收入或农业收入一共有多少（元）
cfps2010famecon_202008.dta,M_intermediate,23,1,fg4,到去年底，您家其他资产的现值约（元）
cfps2010famecon_202008.dta,M_intermediate,24,1,fh404,过去一年，家庭教育支出（元）
cfps2010famecon_202008.dta,M_intermediate,25,1,fk1,您家从事农业生产吗
cfps2010famecon_202008.dta,land_area,1,5,fe902,您家有多少亩的土地被征用
cfps2010famecon_202008.dta,land_area,2,3,fd2,您家现在居住房的建筑面积有多少平方米
cfps2010famecon_202008.dta,land_area,3,3,fd702,其他几处住房的建筑总面积共计多少平方米
cfps2010famecon_202008.dta,land_area,4,3,fe5,去年，您家是否出租过土地或其他生产资料
cfps2010famecon_202008.dta,land_area,5,3,fe501,去年全年，您家出租土地或其他生产资料的租金总收入(元)
cfps2010famecon_202008.dta,land_area,6,3,fe9,您家是否经历过土地被征用
cfps2010famecon_202008.dta,land_area,7,3,fe901,您家的土地是哪年被征用的
cfps2010famecon_202008.dta,land_area,8,2,fk201_a_1,您家拥有多少亩水田
cfps2010famecon_202008.dta,land_area,9,2,fk201_a_2,您家拥有多少亩旱地
cfps2010famecon_202008.dta,land_area,10,2,fk201_a_3,您家拥有多少亩林地
cfps2010famecon_202008.dta,land_area,11,2,fk201_a_4,您家拥有多少亩果园
cfps2010famecon_202008.dta,land_area,12,2,fk201_a_5,您家拥有多少亩草场
cfps2010famecon_202008.dta,land_area,13,2,fk201_a_6,您家拥有多少亩池塘
cfps2010famecon_202008.dta,land_area,14,2,fk202_a_1,您家经营多少亩水田
cfps2010famecon_202008.dta,land_area,15,2,fk202_a_2,您家经营多少亩旱地
cfps2010famecon_202008.dta,land_area,16,2,fk202_a_3,您家经营多少亩林地
cfps2010famecon_202008.dta,land_area,17,2,fk202_a_4,您家经营多少亩果园
cfps2010famecon_202008.dta,land_area,18,2,fk202_a_5,您家经营多少亩草场
cfps2010famecon_202008.dta,land_area,19,2,fk202_a_6,您家经营多少亩池塘
cfps2010famecon_202008.dta,land_area,20,2,fk203_a_1,您家转租入多少亩水田
cfps2010famecon_202008.dta,land_area,21,2,fk203_a_2,您家转租入多少亩旱地
cfps2010famecon_202008.dta,land_area,22,2,fk203_a_3,您家转租入多少亩林地
cfps2010famecon_202008.dta,land_area,23,2,fk203_a_4,您家转租入多少亩果园
cfps2010famecon_202008.dta,land_area,24,2,fk203_a_5,您家转租入多少亩草场
cfps2010famecon_202008.dta,land_area,25,2,fk203_a_6,您家转租入多少亩池塘
cfps2010famecon_202008.dta,plot_count,1,1,fb704,保姆中在您家做工时间最长的干了几个月
cfps2010famecon_202008.dta,plot_count,2,1,fd2,您家现在居住房的建筑面积有多少平方米
cfps2010famecon_202008.dta,plot_count,3,1,fd6,您家现居住房屋的类型是什么
cfps2010famecon_202008.dta,plot_count,4,1,fd702,其他几处住房的建筑总面积共计多少平方米
cfps2010famecon_202008.dta,plot_count,5,1,fe201,主要致贫原因是
cfps2010famecon_202008.dta,plot_count,6,1,fe4,您家去年是否出租过房屋
cfps2010famecon_202008.dta,plot_count,7,1,fe401,去年全年，您家出租房屋的租金总收入为多少 (元)
cfps2010famecon_202008.dta,plot_count,8,1,fe5,去年，您家是否出租过土地或其他生产资料
cfps2010famecon_202008.dta,plot_count,9,1,fe501,去年全年，您家出租土地或其他生产资料的租金总收入(元)
cfps2010famecon_202008.dta,plot_count,10,1,fe601,去年全年出租其他东西的租金总收入为多少(元)
cfps2010famecon_202008.dta,plot_count,11,1,fe701,去年全年，您家出卖财物的总收入为多少(元)
cfps2010famecon_202008.dta,plot_count,12,1,fe9,您家是否经历过土地被征用
cfps2010famecon_202008.dta,plot_count,13,1,fe901,您家的土地是哪年被征用的
cfps2010famecon_202008.dta,plot_count,14,1,fe902,您家有多少亩的土地被征用
cfps2010famecon_202008.dta,plot_count,15,1,ff4,去年，您家是否有离/退休金/社会保障金/低保等收入来源
cfps2010famecon_202008.dta,plot_count,16,1,ff401,去年全年，您家离/退休金/社会保障金/低保等收入
cfps2010famecon_202008.dta,plot_count,17,1,ff601,"去年全年,您家的收入，不含离/退休金及其他政府补助(元)"
cfps2010famecon_202008.dta,plot_count,18,1,ff6_max,去年全年，您家的收入区间上限，不含离/退休及其他政府补助(元)
cfps2010famecon_202008.dta,plot_count,19,1,ff6_min,去年全年，您家的收入区间下限，不含离/退休及其他政府补助(元)
cfps2010famecon_202008.dta,plot_count,20,1,ff7,去年，您家还有其他非工资性或农业生产收入吗
cfps2010famecon_202008.dta,plot_count,21,1,ff701,去年，您家其他非工资性收入或农业收入一共有多少（元）
cfps2010famecon_202008.dta,plot_count,22,1,fg4,到去年底，您家其他资产的现值约（元）
cfps2010famecon_202008.dta,plot_count,23,1,fh404,过去一年，家庭教育支出（元）
cfps2010famecon_202008.dta,plot_count,24,1,fk1,您家从事农业生产吗
cfps2010famecon_202008.dta,plot_count,25,1,fk3,"去年,您家农、林、牧、副、渔业的毛收入是多少元"
cfps2010famecon_202008.dta,income_total,1,6,faminc,调整后的家庭总收入
cfps2010famecon_202008.dta,income_total,2,6,faminc_old,未调整的家庭总收入
cfps2010famecon_202008.dta,income_total,3,5,fe401,去年全年，您家出租房屋的租金总收入为多少 (元)
cfps2010famecon_202008.dta,income_total,4,5,fe501,去年全年，您家出租土地或其他生产资料的租金总收入(元)
cfps2010famecon_202008.dta,income_total,5,5,fe601,去年全年出租其他东西的租金总收入为多少(元)
cfps2010famecon_202008.dta,income_total,6,5,fe701,去年全年，您家出卖财物的总收入为多少(元)
cfps2010famecon_202008.dta,income_total,7,4,ff502_a_1,成员1：去年的总收入，不含离/退休金及其他政府补助（元）
cfps2010famecon_202008.dta,income_total,8,4,ff502_a_10,成员10：去年的总收入，不含离/退休金及其他政府补助（元）
cfps2010famecon_202008.dta,income_total,9,4,ff502_a_11,成员11：去年的总收入，不含离/退休金及其他政府补助（元）
cfps2010famecon_202008.dta,income_total,10,4,ff502_a_12,成员12：去年的总收入，不含离/退休金及其他政府补助（元）
cfps2010famecon_202008.dta,income_total,11,4,ff502_a_13,成员13：去年的总收入，不含离/退休金及其他政府补助（元）
cfps2010famecon_202008.dta,income_total,12,4,ff502_a_14,成员14：去年的总收入，不含离/退休金及其他政府补助（元）
cfps2010famecon_202008.dta,income_total,13,4,ff502_a_15,成员15：去年的总收入，不含离/退休金及其他政府补助（元）
cfps2010famecon_202008.dta,income_total,14,4,ff502_a_16,成员16：去年的总收入，不含离/退休金及其他政府补助（元）
cfps2010famecon_202008.dta,income_total,15,4,ff502_a_17,成员17：去年的总收入，不含离/退休金及其他政府补助（元）
cfps2010famecon_202008.dta,income_total,16,4,ff502_a_18,成员18：去年的总收入，不含离/退休金及其他政府补助（元）
cfps2010famecon_202008.dta,income_total,17,4,ff502_a_19,成员19：去年的总收入，不含离/退休金及其他政府补助（元）
cfps2010famecon_202008.dta,income_total,18,4,ff502_a_2,成员2：去年的总收入，不含离/退休金及其他政府补助（元）
cfps2010famecon_202008.dta,income_total,19,4,ff502_a_20,成员20：去年的总收入，不含离/退休金及其他政府补助（元）
cfps2010famecon_202008.dta,income_total,20,4,ff502_a_21,成员21：去年的总收入，不含离/退休金及其他政府补助（元）
cfps2010famecon_202008.dta,income_total,21,4,ff502_a_22,成员22：去年的总收入，不含离/退休金及其他政府补助（元）
cfps2010famecon_202008.dta,income_total,22,4,ff502_a_23,成员23：去年的总收入，不含离/退休金及其他政府补助（元）
cfps2010famecon_202008.dta,income_total,23,4,ff502_a_24,成员24：去年的总收入，不含离/退休金及其他政府补助（元）
cfps2010famecon_202008.dta,income_total,24,4,ff502_a_25,成员25：去年的总收入，不含离/退休金及其他政府补助（元）
cfps2010famecon_202008.dta,income_total,25,4,ff502_a_26,成员26：去年的总收入，不含离/退休金及其他政府补助（元）
cfps2010famecon_202008.dta,asset_total,1,4,fv4_a_1,企业1：这家企业/公司的产业的总资产为多少万元
cfps2010famecon_202008.dta,asset_total,2,4,fv4_a_1_best,企业1：这家企业/公司的产业总资产（万元）
cfps2010famecon_202008.dta,asset_total,3,4,fv4_a_2,企业2：这家企业/公司的产业的总资产为多少万元
cfps2010famecon_202008.dta,asset_total,4,4,fv4_a_2_best,企业2：这家企业/公司的产业总资产（万元）
cfps2010famecon_202008.dta,asset_total,5,4,fv4_a_3,企业3：这家企业/公司的产业的总资产为多少万元
cfps2010famecon_202008.dta,asset_total,6,4,fv4_a_3_best,企业3：这家企业/公司的产业总资产（万元）
cfps2010famecon_202008.dta,asset_total,7,4,fv4_a_4,企业4：这家企业/公司的产业的总资产为多少万元
cfps2010famecon_202008.dta,asset_total,8,4,fv4_a_4_best,企业4：这家企业/公司的产业总资产（万元）
cfps2010famecon_202008.dta,asset_total,9,3,fg4,到去年底，您家其他资产的现值约（元）
cfps2010famecon_202008.dta,asset_total,10,2,company,公司资产-元
cfps2010famecon_202008.dta,asset_total,11,2,otherasset,家中其他资产-元
cfps2010famecon_202008.dta,asset_total,12,1,fb704,保姆中在您家做工时间最长的干了几个月
cfps2010famecon_202008.dta,asset_total,13,1,fd2,您家现在居住房的建筑面积有多少平方米
cfps2010famecon_202008.dta,asset_total,14,1,fd6,您家现居住房屋的类型是什么
cfps2010famecon_202008.dta,asset_total,15,1,fd702,其他几处住房的建筑总面积共计多少平方米
cfps2010famecon_202008.dta,asset_total,16,1,fe201,主要致贫原因是
cfps2010famecon_202008.dta,asset_total,17,1,fe4,您家去年是否出租过房屋
cfps2010famecon_202008.dta,asset_total,18,1,fe401,去年全年，您家出租房屋的租金总收入为多少 (元)
cfps2010famecon_202008.dta,asset_total,19,1,fe5,去年，您家是否出租过土地或其他生产资料
cfps2010famecon_202008.dta,asset_total,20,1,fe501,去年全年，您家出租土地或其他生产资料的租金总收入(元)
cfps2010famecon_202008.dta,asset_total,21,1,fe601,去年全年出租其他东西的租金总收入为多少(元)
cfps2010famecon_202008.dta,asset_total,22,1,fe701,去年全年，您家出卖财物的总收入为多少(元)
cfps2010famecon_202008.dta,asset_total,23,1,fe9,您家是否经历过土地被征用
cfps2010famecon_202008.dta,asset_total,24,1,fe901,您家的土地是哪年被征用的
cfps2010famecon_202008.dta,asset_total,25,1,fe902,您家有多少亩的土地被征用
cfps2010famecon_202008.dta,age,1,2,age_max,同住家庭成员中年龄最大者的年龄
cfps2010famecon_202008.dta,age,2,2,age_min,同住家庭成员中年龄最小者的年龄
cfps2010famecon_202008.dta,age,3,1,fb704,保姆中在您家做工时间最长的干了几个月
cfps2010famecon_202008.dta,age,4,1,fd2,您家现在居住房的建筑面积有多少平方米
cfps2010famecon_202008.dta,age,5,1,fd6,您家现居住房屋的类型是什么
cfps2010famecon_202008.dta,age,6,1,fd702,其他几处住房的建筑总面积共计多少平方米
cfps2010famecon_202008.dta,age,7,1,fe201,主要致贫原因是
cfps2010famecon_202008.dta,age,8,1,fe4,您家去年是否出租过房屋
cfps2010famecon_202008.dta,age,9,1,fe401,去年全年，您家出租房屋的租金总收入为多少 (元)
cfps2010famecon_202008.dta,age,10,1,fe5,去年，您家是否出租过土地或其他生产资料
cfps2010famecon_202008.dta,age,11,1,fe501,去年全年，您家出租土地或其他生产资料的租金总收入(元)
cfps2010famecon_202008.dta,age,12,1,fe601,去年全年出租其他东西的租金总收入为多少(元)
cfps2010famecon_202008.dta,age,13,1,fe701,去年全年，您家出卖财物的总收入为多少(元)
